Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,MRP_Level,Outlet_age,Item_Rating,Item_Type_Combined,Item_Outlet_Category
16.35,Regular,0.109274313,225.3062,OUT019,Small,Tier 1,Grocery Store,3.00532608512,Very High,28,7.63183917707,Food,FoodGrocery Store
17.6,No Fat,0.018889593,236.259,OUT013,High,Tier 3,Supermarket Type1,20.008465286,Very High,26,9.43415275409,Non-Consumable,Non-ConsumableSupermarket Type1
20.35,No Fat,0.021369722,75.8328,OUT045,Small,Tier 2,Supermarket Type1,2.0369233366,Medium,11,8.17459289617,Non-Consumable,Non-ConsumableSupermarket Type1
7.39,No Fat,0.092927148,249.5066,OUT049,Medium,Tier 1,Supermarket Type1,17.1022017053,Very High,14,7.8957971897,Non-Consumable,Non-ConsumableSupermarket Type1
12.3,Regular,0.113139486,92.9804,OUT019,Small,Tier 1,Grocery Store,1.97633909942,Medium,28,6.71273862072,Food,FoodGrocery Store
9.195,Regular,0.117387066,160.2578,OUT013,High,Tier 3,Supermarket Type1,28.034943697,High,26,7.21979453738,Food,FoodSupermarket Type1
17.1,No Fat,0.038730229,166.2842,OUT035,Small,Tier 2,Supermarket Type1,28.9127998932,High,9,8.36506613416,Non-Consumable,Non-ConsumableSupermarket Type1
13.0,Regular,0.030211742,59.322,OUT018,Medium,Tier 3,Supermarket Type2,9.09102862344,Low,4,7.58301400866,Food,FoodSupermarket Type2
15.5,Low Fat,0.032924463,107.2938,OUT049,Medium,Tier 1,Supermarket Type1,19.9813595939,Medium,14,8.08941702294,Food,FoodSupermarket Type1
8.695,No Fat,0.120022543,94.8094,OUT018,Medium,Tier 3,Supermarket Type2,15.0632848642,Medium,4,6.67320939041,Non-Consumable,Non-ConsumableSupermarket Type2
11.5,Regular,0.037388493,107.8254,OUT027,Medium,Tier 3,Supermarket Type3,13.084395699,Medium,28,7.96725223817,Food,FoodSupermarket Type3
7.5,No Fat,0.096413261,55.3588,OUT046,Small,Tier 1,Supermarket Type1,18.6177879578,Low,16,6.35468725129,Non-Consumable,Non-ConsumableSupermarket Type1
7.485,Low Fat,0.069405301,112.1228,OUT018,Medium,Tier 3,Supermarket Type2,9.85729931825,Medium,4,7.38800555031,Food,FoodSupermarket Type2
9.8,No Fat,0.090649107,194.3478,OUT045,Small,Tier 2,Supermarket Type1,23.9259060303,High,11,7.67087484885,Non-Consumable,Non-ConsumableSupermarket Type1
11.395,No Fat,0.021649904,150.8708,OUT045,Small,Tier 2,Supermarket Type1,28.9231130212,High,11,8.84932158947,Non-Consumable,Non-ConsumableSupermarket Type1
20.7,No Fat,0.02689477,76.7354,OUT035,Small,Tier 2,Supermarket Type1,32.3549261488,Medium,9,7.95653700115,Non-Consumable,Non-ConsumableSupermarket Type1
16.2,Regular,0.016679232,96.3726,OUT049,Medium,Tier 1,Supermarket Type1,28.4358085182,Medium,14,8.66198591042,Food,FoodSupermarket Type1
19.2,Regular,0.00978492,225.9062,OUT019,Small,Tier 1,Grocery Store,1.9982293536,Very High,28,10.047076036,Food,FoodGrocery Store
13.15,Low Fat,0.056429024,144.2812,OUT046,Small,Tier 1,Supermarket Type1,8.88771925934,High,16,7.8469268441,Drinks,DrinksSupermarket Type1
21.25,Low Fat,0.009998763,182.3608,OUT046,Small,Tier 1,Supermarket Type1,3.02303126549,High,16,9.81133586396,Food,FoodSupermarket Type1
13.15,Low Fat,0.020757926,84.3566,OUT045,Small,Tier 2,Supermarket Type1,9.0213379866,Medium,11,8.31012622393,Food,FoodSupermarket Type1
19.6,No Fat,0.041374909,89.2514,OUT045,Small,Tier 2,Supermarket Type1,15.8745117724,Medium,11,7.67700122122,Non-Consumable,Non-ConsumableSupermarket Type1
12.6,Low Fat,0.096756649,208.7612,OUT017,Small,Tier 2,Supermarket Type1,25.0359262162,Very High,6,7.67721061357,Food,FoodSupermarket Type1
12.8,Regular,0.079523619,181.7608,OUT017,Small,Tier 2,Supermarket Type1,27.2970937628,High,6,7.73483016634,Food,FoodSupermarket Type1
7.285,Low Fat,0.048590783,155.1288,OUT017,Small,Tier 2,Supermarket Type1,9.1160326129,High,6,8.06889033546,Food,FoodSupermarket Type1
13.1,No Fat,0.012167988,190.253,OUT017,Small,Tier 2,Supermarket Type1,21.9421822521,High,6,9.6573654304,Non-Consumable,Non-ConsumableSupermarket Type1
8.63,Regular,0.032976399,114.6518,OUT045,Small,Tier 2,Supermarket Type1,24.8255587788,Medium,11,8.15415044515,Food,FoodSupermarket Type1
10.195,Regular,0.147492524,141.5838,OUT017,Small,Tier 2,Supermarket Type1,11.9067689948,High,6,6.86791074799,Food,FoodSupermarket Type1
16.85,Regular,0.0591701573333,110.0544,OUT049,Medium,Tier 1,Supermarket Type1,23.3761775994,Medium,14,7.52885025244,Food,FoodSupermarket Type1
9.3,Low Fat,0.028566433,193.0136,OUT049,Medium,Tier 1,Supermarket Type1,25.1813343723,High,14,8.81843156575,Food,FoodSupermarket Type1
15.85,Regular,0.110479217,36.7506,OUT018,Medium,Tier 3,Supermarket Type2,14.4571353937,Low,4,5.81008408779,Food,FoodSupermarket Type2
5.485,No Fat,0.042838514,163.7842,OUT045,Small,Tier 2,Supermarket Type1,10.1221119009,High,11,8.2491289493,Non-Consumable,Non-ConsumableSupermarket Type1
18.25,Low Fat,0.012264903,162.8894,OUT013,High,Tier 3,Supermarket Type1,20.8581859839,High,26,9.49416024594,Food,FoodSupermarket Type1
12.6,Low Fat,0.096132367,208.9612,OUT013,High,Tier 3,Supermarket Type1,20.0095711548,Very High,26,7.68463774619,Food,FoodSupermarket Type1
15.35,Low Fat,0.168780127,197.8768,OUT019,Small,Tier 1,Grocery Store,0.995957080365,High,28,7.06765564166,Drinks,DrinksGrocery Store
12.85,Low Fat,0.099193899,38.1164,OUT045,Small,Tier 2,Supermarket Type1,17.2230011229,Low,11,5.95392241816,Food,FoodSupermarket Type1
6.13,Low Fat,0.076721393,59.4536,OUT035,Small,Tier 2,Supermarket Type1,33.9990984566,Low,9,6.65406047763,Drinks,DrinksSupermarket Type1
14.85,Regular,0.06173052,159.1578,OUT019,Small,Tier 1,Grocery Store,1.00816799428,High,28,7.85526076386,Food,FoodGrocery Store
5.655,Low Fat,0.174934513,145.0102,OUT013,High,Tier 3,Supermarket Type1,13.0717190929,High,26,6.72135330428,Drinks,DrinksSupermarket Type1
11.1,No Fat,0.0345396278,119.1124,OUT046,Small,Tier 1,Supermarket Type1,10.9445901518,Medium,16,8.14600550041,Non-Consumable,Non-ConsumableSupermarket Type1
11.6,Regular,0.009802791,223.0404,OUT018,Medium,Tier 3,Supermarket Type2,5.04483492677,Very High,4,10.0324850087,Food,FoodSupermarket Type2
16.0,Regular,0.09942555,87.0856,OUT049,Medium,Tier 1,Supermarket Type1,6.05511818257,Medium,14,6.77637874692,Food,FoodSupermarket Type1
12.15,Low Fat,0.062384659,34.6532,OUT049,Medium,Tier 1,Supermarket Type1,20.7502914594,Low,14,6.32162459494,Food,FoodSupermarket Type1
6.55,Regular,0.034745307,158.8288,OUT018,Medium,Tier 3,Supermarket Type2,27.7003062417,High,4,8.42775639459,Food,FoodSupermarket Type2
9.6,Low Fat,0.035579135,244.417,OUT046,Small,Tier 1,Supermarket Type1,7.95417667347,Very High,16,8.83501724819,Food,FoodSupermarket Type1
19.1,No Fat,0.067569539,43.0796,OUT018,Medium,Tier 3,Supermarket Type2,14.3732532335,Low,4,6.45921482352,Non-Consumable,Non-ConsumableSupermarket Type2
14.0,Regular,0.029697925,143.0786,OUT013,High,Tier 3,Supermarket Type1,22.2152662942,High,26,8.48027977271,Food,FoodSupermarket Type1
14.85,Regular,0.03525037,160.9578,OUT035,Small,Tier 2,Supermarket Type1,13.95651034,High,9,8.42664045197,Food,FoodSupermarket Type1
4.92,Low Fat,0.045916788,198.8084,OUT013,High,Tier 3,Supermarket Type1,14.9698201887,High,26,8.37349695734,Food,FoodSupermarket Type1
13.5,Low Fat,0.021539999,182.4976,OUT045,Small,Tier 2,Supermarket Type1,8.93095799616,High,11,9.04469869791,Food,FoodSupermarket Type1
15.7,Regular,0.027673055,169.279,OUT045,Small,Tier 2,Supermarket Type1,22.0649814803,High,11,8.71900778682,Food,FoodSupermarket Type1
8.97,No Fat,0.092997032,55.2956,OUT035,Small,Tier 2,Supermarket Type1,15.7974522385,Low,9,6.38956144314,Non-Consumable,Non-ConsumableSupermarket Type1
15.35,Low Fat,0.073283193,91.812,OUT046,Small,Tier 1,Supermarket Type1,19.2897224764,Medium,16,7.13396486415,Drinks,DrinksSupermarket Type1
14.5,Regular,0.041049322,41.2454,OUT027,Medium,Tier 3,Supermarket Type3,32.5430908659,Low,28,6.91351530221,Food,FoodSupermarket Type3
16.75,Regular,0.008525061,72.5038,OUT027,Medium,Tier 3,Supermarket Type3,34.6565173136,Medium,28,9.04850164867,Food,FoodSupermarket Type3
17.7,Low Fat,0.117201696,184.0266,OUT017,Small,Tier 2,Supermarket Type1,13.0282567846,High,6,7.35957591428,Food,FoodSupermarket Type1
6.36,No Fat,0.005977465,163.3526,OUT035,Small,Tier 2,Supermarket Type1,16.1077423928,High,9,10.2157063603,Non-Consumable,Non-ConsumableSupermarket Type1
18.25,Low Fat,0.0747262132,225.3062,OUT027,Medium,Tier 3,Supermarket Type3,19.0337318724,Very High,28,8.01171631149,Food,FoodSupermarket Type3
16.0,Low Fat,0.157528118,142.9154,OUT019,Small,Tier 1,Grocery Store,0.99230313878,High,28,6.81150579677,Food,FoodGrocery Store
8.235,Low Fat,0.082427854,149.3076,OUT046,Small,Tier 1,Supermarket Type1,18.8091188928,High,16,7.50239238771,Food,FoodSupermarket Type1
12.35,No Fat,0.041802518,34.8216,OUT049,Medium,Tier 1,Supermarket Type1,8.94830794679,Low,14,6.72623634258,Non-Consumable,Non-ConsumableSupermarket Type1
18.0,No Fat,0.015450376,158.9604,OUT046,Small,Tier 1,Supermarket Type1,9.9685456252,High,16,9.23887424562,Non-Consumable,Non-ConsumableSupermarket Type1
20.0,Low Fat,0.057527544,43.1086,OUT010,Small,Tier 3,Grocery Store,2.0695916824,Low,15,6.62054752285,Food,FoodGrocery Store
6.055,Low Fat,0.025512207,159.692,OUT018,Medium,Tier 3,Supermarket Type2,35.0219171906,High,4,8.74200494159,Food,FoodSupermarket Type2
6.63,Regular,0.174110803,166.85,OUT010,Small,Tier 3,Grocery Store,2.9928079113,High,15,6.86620156165,Food,FoodGrocery Store
11.1,Low Fat,0.175362333,158.9604,OUT027,Medium,Tier 3,Supermarket Type3,27.9119277506,High,28,6.8106586603,Food,FoodSupermarket Type3
8.3,Regular,0.038367194,87.1198,OUT018,Medium,Tier 3,Supermarket Type2,11.0126262916,Medium,4,7.72827698924,Food,FoodSupermarket Type2
20.25,Regular,0.014781046,193.8162,OUT013,High,Tier 3,Supermarket Type1,17.8699799088,High,26,9.48139614225,Food,FoodSupermarket Type1
8.6,Regular,0.040268044,191.453,OUT049,Medium,Tier 1,Supermarket Type1,8.920084825,High,14,8.46704973162,Food,FoodSupermarket Type1
19.5,No Fat,0.014355033,55.4614,OUT017,Small,Tier 2,Supermarket Type1,9.96393888362,Low,6,8.25960074562,Non-Consumable,Non-ConsumableSupermarket Type1
5.095,Regular,0.129766301,141.6838,OUT045,Small,Tier 2,Supermarket Type1,22.8052000299,High,11,6.99653341252,Food,FoodSupermarket Type1
11.0,Low Fat,0.008997141,119.9756,OUT017,Small,Tier 2,Supermarket Type1,16.1600325399,Medium,6,9.49821179616,Food,FoodSupermarket Type1
18.25,Low Fat,0.07784544,260.5962,OUT049,Medium,Tier 1,Supermarket Type1,14.9079034921,Very High,14,8.11630071539,Food,FoodSupermarket Type1
20.0,Low Fat,0.0331366942222,43.4086,OUT018,Medium,Tier 3,Supermarket Type2,9.24879862516,Low,4,7.17853467783,Food,FoodSupermarket Type2
20.1,Low Fat,0.074265816,109.5228,OUT027,Medium,Tier 3,Supermarket Type3,34.310437644,Medium,28,7.29691511629,Food,FoodSupermarket Type3
6.11,Regular,0.102422487,131.4968,OUT027,Medium,Tier 3,Supermarket Type3,11.9087430264,Medium,28,7.1584101016,Food,FoodSupermarket Type3
7.5,Low Fat,0.032811503,239.6906,OUT017,Small,Tier 2,Supermarket Type1,10.9082150072,Very High,6,8.89646193054,Food,FoodSupermarket Type1
7.22,Regular,0.038477325,62.951,OUT018,Medium,Tier 3,Supermarket Type2,18.0857810043,Low,4,7.40065385809,Food,FoodSupermarket Type2
12.0,Regular,0.020411155,98.6042,OUT046,Small,Tier 1,Supermarket Type1,11.0669342685,Medium,16,8.48299455035,Food,FoodSupermarket Type1
12.15,Regular,0.042552418,123.5046,OUT017,Small,Tier 2,Supermarket Type1,14.1133561017,Medium,6,7.97364148247,Food,FoodSupermarket Type1
11.6,Regular,0.009818244,223.1404,OUT017,Small,Tier 2,Supermarket Type1,23.1958408249,Very High,6,10.0313581604,Food,FoodSupermarket Type1
8.315,Regular,0.035572183,144.4444,OUT046,Small,Tier 1,Supermarket Type1,20.0969231067,High,16,8.3093322201,Food,FoodSupermarket Type1
12.15,Regular,0.04274788,183.695,OUT049,Medium,Tier 1,Supermarket Type1,15.9477394594,High,14,8.36594513314,Food,FoodSupermarket Type1
5.905,Low Fat,0.04572322,222.1456,OUT049,Medium,Tier 1,Supermarket Type1,25.8712556089,Very High,14,8.48868784087,Food,FoodSupermarket Type1
8.575,Low Fat,0.023934398,105.828,OUT045,Small,Tier 2,Supermarket Type1,9.05953055902,Medium,11,8.39447988022,Drinks,DrinksSupermarket Type1
17.35,Regular,0.146527359,147.905,OUT049,Medium,Tier 1,Supermarket Type1,15.1926912545,High,14,6.91810348811,Food,FoodSupermarket Type1
18.6,No Fat,0.012651172,123.1414,OUT035,Small,Tier 2,Supermarket Type1,18.7994175801,Medium,9,9.18344144014,Non-Consumable,Non-ConsumableSupermarket Type1
19.25,No Fat,0.107507291,34.8558,OUT027,Medium,Tier 3,Supermarket Type3,12.6643313308,Low,28,5.78449575892,Non-Consumable,Non-ConsumableSupermarket Type3
15.1,Regular,0.096295326,133.4942,OUT045,Small,Tier 2,Supermarket Type1,10.9175994163,Medium,11,7.23511461298,Food,FoodSupermarket Type1
7.435,Low Fat,0.0815067251111,167.5158,OUT027,Medium,Tier 3,Supermarket Type3,25.937916304,High,28,7.6286338637,Food,FoodSupermarket Type3
7.825,Low Fat,0.079613553,65.0826,OUT035,Small,Tier 2,Supermarket Type1,17.8617141909,Low,9,6.707450691,Food,FoodSupermarket Type1
9.17,Low Fat,0.103398309,143.947,OUT018,Medium,Tier 3,Supermarket Type2,17.8999631809,High,4,7.23932989761,Food,FoodSupermarket Type2
20.7,Regular,0.16767231,124.2388,OUT010,Small,Tier 3,Grocery Store,1.99356078777,Medium,15,6.60929794723,Food,FoodGrocery Store
12.1,Low Fat,0.020551458,146.6734,OUT013,High,Tier 3,Supermarket Type1,15.184082458,High,26,8.87317184526,Food,FoodSupermarket Type1
13.65,Regular,0.025961116,80.4302,OUT049,Medium,Tier 1,Supermarket Type1,3.94032092423,Medium,14,8.03886785253,Food,FoodSupermarket Type1
8.38,Regular,0.046960237,111.857,OUT049,Medium,Tier 1,Supermarket Type1,26.5172407628,Medium,14,7.77609506218,Food,FoodSupermarket Type1
19.75,Low Fat,0.041533438,119.8466,OUT018,Medium,Tier 3,Supermarket Type2,18.6829280096,Medium,4,7.96781552788,Food,FoodSupermarket Type2
8.67,Low Fat,0.065436581,142.9128,OUT046,Small,Tier 1,Supermarket Type1,14.0881656507,High,16,7.68936626132,Drinks,DrinksSupermarket Type1
15.6,Low Fat,0.08126841,110.2544,OUT045,Small,Tier 2,Supermarket Type1,16.2321902799,Medium,11,7.21352514915,Food,FoodSupermarket Type1
12.35,Regular,0.072689818,48.7692,OUT018,Medium,Tier 3,Supermarket Type2,16.1640379584,Low,4,6.51014230183,Food,FoodSupermarket Type2
17.7,Low Fat,0.116723677,182.4266,OUT049,Medium,Tier 1,Supermarket Type1,28.306972777,High,14,7.35493340738,Food,FoodSupermarket Type1
12.5,Regular,0.074035423,87.9198,OUT018,Medium,Tier 3,Supermarket Type2,12.8964965798,Medium,4,7.08047837114,Food,FoodSupermarket Type2
20.2,Regular,0.059751638,129.1678,OUT013,High,Tier 3,Supermarket Type1,7.87613011912,Medium,26,7.67913349091,Food,FoodSupermarket Type1
13.15,No Fat,0.092854963,158.7604,OUT045,Small,Tier 2,Supermarket Type1,18.9640968403,High,11,7.44469739211,Non-Consumable,Non-ConsumableSupermarket Type1
10.0,Regular,0.0553365575,230.0668,OUT019,Small,Tier 1,Grocery Store,3.00391190732,Very High,28,8.33293170941,Food,FoodGrocery Store
11.1,Low Fat,0.044606379,174.2054,OUT027,Medium,Tier 3,Supermarket Type3,25.1291578791,High,28,8.27036948953,Food,FoodSupermarket Type3
10.85,Low Fat,0.162107603,106.3622,OUT013,High,Tier 3,Supermarket Type1,19.9059816363,Medium,26,6.4878681477,Food,FoodSupermarket Type1
16.5,No Fat,0.0123052773333,37.3506,OUT027,Medium,Tier 3,Supermarket Type3,27.4337279722,Low,28,8.01840543185,Non-Consumable,Non-ConsumableSupermarket Type3
17.7,Low Fat,0.030060895,166.4816,OUT018,Medium,Tier 3,Supermarket Type2,12.093704049,High,4,8.61959546369,Food,FoodSupermarket Type2
14.35,Low Fat,0.081050006,79.196,OUT017,Small,Tier 2,Supermarket Type1,16.1414212839,Medium,6,6.88563763629,Food,FoodSupermarket Type1
20.0,Regular,0.051783761,125.8678,OUT017,Small,Tier 2,Supermarket Type1,27.2788640145,Medium,6,7.79632215216,Food,FoodSupermarket Type1
12.3,Low Fat,0.0966094465,37.2874,OUT013,High,Tier 3,Supermarket Type1,18.9272515649,Low,26,5.95832181078,Food,FoodSupermarket Type1
10.3,Regular,0.024998007,174.4422,OUT018,Medium,Tier 3,Supermarket Type2,19.7706976867,High,4,8.85069592423,Food,FoodSupermarket Type2
15.6,Regular,0.105208448,170.5764,OUT013,High,Tier 3,Supermarket Type1,26.1829092418,High,26,7.39161155976,Food,FoodSupermarket Type1
9.8,Regular,0.14118383,50.5008,OUT018,Medium,Tier 3,Supermarket Type2,5.00990083325,Low,4,5.88247343112,Food,FoodSupermarket Type2
11.1,Low Fat,0.135692831,220.0482,OUT018,Medium,Tier 3,Supermarket Type2,11.9454664933,Very High,4,7.39182461702,Food,FoodSupermarket Type2
15.6,Low Fat,0.116347087,76.867,OUT027,Medium,Tier 3,Supermarket Type3,32.8712061093,Medium,28,6.49476655294,Food,FoodSupermarket Type3
11.8,Low Fat,0.12150063,46.8402,OUT013,High,Tier 3,Supermarket Type1,8.82707161797,Low,26,5.95716822033,Food,FoodSupermarket Type1
7.72,Regular,0.088864488,119.3466,OUT017,Small,Tier 2,Supermarket Type1,25.6732206866,Medium,6,7.2034188557,Food,FoodSupermarket Type1
10.5,Low Fat,0.070912843,121.5098,OUT027,Medium,Tier 3,Supermarket Type3,19.8354042225,Medium,28,7.44688206486,Food,FoodSupermarket Type3
19.6,Regular,0.041571557,49.9376,OUT046,Small,Tier 1,Supermarket Type1,12.4793502291,Low,16,7.0919454213,Food,FoodSupermarket Type1
6.425,Low Fat,0.093454899,175.3712,OUT046,Small,Tier 1,Supermarket Type1,17.0387748958,High,16,7.53771394873,Food,FoodSupermarket Type1
20.85,Low Fat,0.021329793,105.5306,OUT046,Small,Tier 1,Supermarket Type1,8.91471667933,Medium,16,8.50685350853,Food,FoodSupermarket Type1
18.0,No Fat,0.079299474,170.5422,OUT010,Small,Tier 3,Grocery Store,2.0222818751,High,15,7.67397143323,Non-Consumable,Non-ConsumableGrocery Store
7.05,Low Fat,0.085138334,108.6912,OUT045,Small,Tier 2,Supermarket Type1,12.0552022611,Medium,11,7.15277171877,Food,FoodSupermarket Type1
16.25,Low Fat,0.087175137,98.341,OUT046,Small,Tier 1,Supermarket Type1,13.7437487925,Medium,16,7.02916321064,Food,FoodSupermarket Type1
20.7,Low Fat,0.093214498,74.667,OUT017,Small,Tier 2,Supermarket Type1,28.7124968192,Medium,6,6.68713786319,Drinks,DrinksSupermarket Type1
5.44,Low Fat,0.025458716,241.2538,OUT013,High,Tier 3,Supermarket Type1,12.9515033546,Very High,26,9.15665213169,Food,FoodSupermarket Type1
20.5,No Fat,0.032741422,40.4822,OUT013,High,Tier 3,Supermarket Type1,14.5553601336,Low,26,7.12078510495,Non-Consumable,Non-ConsumableSupermarket Type1
12.35,Regular,0.038560279,109.857,OUT049,Medium,Tier 1,Supermarket Type1,11.0,Medium,14,7.95506303656,Food,FoodSupermarket Type1
12.15,Low Fat,0.130544568,248.046,OUT027,Medium,Tier 3,Supermarket Type3,31.7806858405,Very High,28,7.55018095944,Food,FoodSupermarket Type3
4.61,Low Fat,0.122629121,175.4396,OUT035,Small,Tier 2,Supermarket Type1,14.9145004891,High,9,7.26658431708,Drinks,DrinksSupermarket Type1
8.275,No Fat,0.110913601,106.3306,OUT017,Small,Tier 2,Supermarket Type1,11.796859982,Medium,6,6.86659941636,Non-Consumable,Non-ConsumableSupermarket Type1
16.6,Low Fat,0.121635591,175.4738,OUT027,Medium,Tier 3,Supermarket Type3,16.8353030481,High,28,7.27490835078,Food,FoodSupermarket Type3
8.27,Regular,0.128449055,186.5924,OUT018,Medium,Tier 3,Supermarket Type2,23.807066097,High,4,7.28183762814,Drinks,DrinksSupermarket Type2
7.905,Low Fat,0.055098434,109.2254,OUT045,Small,Tier 2,Supermarket Type1,8.94232110846,Medium,11,7.59255194116,Food,FoodSupermarket Type1
16.2,No Fat,0.153415497625,182.1608,OUT049,Medium,Tier 1,Supermarket Type1,17.149318624,High,14,7.08033702485,Non-Consumable,Non-ConsumableSupermarket Type1
16.75,Low Fat,0.0543245314444,258.3988,OUT019,Small,Tier 1,Grocery Store,0.994582018183,Very High,28,8.46749371899,Food,FoodGrocery Store
13.6,No Fat,0.010013429,176.437,OUT045,Small,Tier 2,Supermarket Type1,26.0,High,11,9.77684881097,Non-Consumable,Non-ConsumableSupermarket Type1
9.395,No Fat,0.040187877,85.6908,OUT017,Small,Tier 2,Supermarket Type1,18.600890644,Medium,6,7.66540424175,Non-Consumable,Non-ConsumableSupermarket Type1
7.35,Regular,0.024044279,241.0512,OUT010,Small,Tier 3,Grocery Store,1.00539304513,Very High,15,9.21296729183,Food,FoodGrocery Store
15.35,Low Fat,0.014007727,38.319,OUT013,High,Tier 3,Supermarket Type1,7.64508468384,Low,26,7.91445751863,Food,FoodSupermarket Type1
14.5,Regular,0.041214746,42.0454,OUT013,High,Tier 3,Supermarket Type1,14.964324278,Low,26,6.92868892465,Food,FoodSupermarket Type1
12.6,Regular,0.031663212,173.2764,OUT018,Medium,Tier 3,Supermarket Type2,5.94805986274,High,4,8.60767049986,Food,FoodSupermarket Type2
10.8,Regular,0.0453860806,39.3138,OUT013,High,Tier 3,Supermarket Type1,25.826681725,Low,26,6.76527920878,Food,FoodSupermarket Type1
18.85,Low Fat,0.042716162,257.833,OUT049,Medium,Tier 1,Supermarket Type1,12.9243696501,Very High,14,8.70565567774,Food,FoodSupermarket Type1
12.15,No Fat,0.06479182,254.004,OUT045,Small,Tier 2,Supermarket Type1,8.96456748713,Very High,11,8.27418098245,Non-Consumable,Non-ConsumableSupermarket Type1
11.6,Regular,0.009761175,226.9404,OUT035,Small,Tier 2,Supermarket Type1,7.93302206218,Very High,9,10.0540729355,Food,FoodSupermarket Type1
15.3,No Fat,0.02295878,101.6332,OUT013,High,Tier 3,Supermarket Type1,18.1593967326,Medium,26,8.39565097117,Non-Consumable,Non-ConsumableSupermarket Type1
20.35,Regular,0.030927632,256.8672,OUT046,Small,Tier 1,Supermarket Type1,13.9345965542,Very High,16,9.02478487096,Food,FoodSupermarket Type1
14.5,Low Fat,0.103752817,155.1998,OUT010,Small,Tier 3,Grocery Store,1.98195873964,High,15,7.31112557545,Drinks,DrinksGrocery Store
6.89,Regular,0.136428395,193.982,OUT046,Small,Tier 1,Supermarket Type1,8.95824354837,High,16,7.26042380921,Food,FoodSupermarket Type1
14.6,Regular,0.071904258,106.8254,OUT010,Small,Tier 3,Grocery Store,1.01591381825,Medium,15,7.30428839516,Food,FoodGrocery Store
16.85,Regular,0.026627857,93.712,OUT018,Medium,Tier 3,Supermarket Type2,7.9573160321,Medium,4,8.16630771018,Food,FoodSupermarket Type2
8.93,Low Fat,0.028393624,153.434,OUT013,High,Tier 3,Supermarket Type1,8.98240285725,High,26,8.5950462104,Drinks,DrinksSupermarket Type1
8.31,Regular,0.116331694,176.9028,OUT017,Small,Tier 2,Supermarket Type1,17.019219594,High,6,7.32756755264,Food,FoodSupermarket Type1
19.0,Low Fat,0.112893408,131.0626,OUT010,Small,Tier 3,Grocery Store,4.00305197669,Medium,15,7.0578472685,Food,FoodGrocery Store
19.7,Regular,0.017937483,103.499,OUT027,Medium,Tier 3,Supermarket Type3,14.956521319,Medium,28,8.66059797969,Food,FoodSupermarket Type3
19.2,Regular,0.164438907,188.4214,OUT019,Small,Tier 1,Grocery Store,2.0,High,28,7.04476944583,Food,FoodGrocery Store
5.19,Regular,0.044252621,102.599,OUT046,Small,Tier 1,Supermarket Type1,16.0935681634,Medium,16,7.74910008705,Food,FoodSupermarket Type1
17.0,Low Fat,0.120060274,246.5434,OUT017,Small,Tier 2,Supermarket Type1,18.1314170243,Very High,6,7.62778627753,Food,FoodSupermarket Type1
11.65,Regular,0.010909704,110.8544,OUT013,High,Tier 3,Supermarket Type1,15.1353126263,Medium,26,9.226418649,Food,FoodSupermarket Type1
20.25,No Fat,0.059055045,247.346,OUT045,Small,Tier 2,Supermarket Type1,7.96765664292,Very High,11,8.34031219635,Non-Consumable,Non-ConsumableSupermarket Type1
10.0,No Fat,0.149223055,145.8102,OUT010,Small,Tier 3,Grocery Store,6.0,High,15,6.88564173782,Non-Consumable,Non-ConsumableGrocery Store
10.5,Regular,0.084404264,49.5376,OUT019,Small,Tier 1,Grocery Store,2.90310390491,Low,28,6.37657172704,Food,FoodGrocery Store
11.1,Regular,0.054079556,165.9526,OUT017,Small,Tier 2,Supermarket Type1,15.8553803918,High,6,8.02932708318,Food,FoodSupermarket Type1
11.8,Regular,0.057655493,152.6366,OUT018,Medium,Tier 3,Supermarket Type2,10.8919001078,High,4,7.88170734689,Food,FoodSupermarket Type2
9.695,Regular,0.030413777,221.3114,OUT018,Medium,Tier 3,Supermarket Type2,10.0180740802,Very High,4,8.89256775777,Food,FoodSupermarket Type2
13.65,Low Fat,0.049496899,151.505,OUT017,Small,Tier 2,Supermarket Type1,18.786805716,High,6,8.02679053361,Food,FoodSupermarket Type1
17.75,Regular,0.029653914,140.5838,OUT046,Small,Tier 1,Supermarket Type1,18.9864849293,High,16,8.46417581959,Food,FoodSupermarket Type1
11.3,No Fat,0.047912071,179.866,OUT018,Medium,Tier 3,Supermarket Type2,6.99610821389,High,4,8.23086627235,Non-Consumable,Non-ConsumableSupermarket Type2
19.7,Low Fat,0.066611321,178.237,OUT027,Medium,Tier 3,Supermarket Type3,20.7879228219,High,28,7.89236850974,Food,FoodSupermarket Type3
19.35,Low Fat,0.016611475,122.0098,OUT046,Small,Tier 1,Supermarket Type1,21.729529923,Medium,16,8.90189906618,Food,FoodSupermarket Type1
6.905,Regular,0.03822479,99.8726,OUT045,Small,Tier 2,Supermarket Type1,5.87984692498,Medium,11,7.86854905701,Food,FoodSupermarket Type1
13.5,Regular,0.129016487,98.4068,OUT049,Medium,Tier 1,Supermarket Type1,18.7683086941,Medium,14,6.63823517783,Food,FoodSupermarket Type1
16.85,Regular,0.080141165,111.4544,OUT017,Small,Tier 2,Supermarket Type1,18.0646004106,Medium,6,7.23829996598,Food,FoodSupermarket Type1
